Descripcion,Asignado,Sector
FRUTICOLA TANTEHUE LTDA,FRUTICOLA TANTEHUE LTDA,AGCS
FRUTICOLA Y EXPORTADORA ATACAMA LIMITADA,FRUTICOLA ATACAMA  LTDA,AGCS
FRUTICOLA_ANGOL,FRUTICOLA ANGOL,AGCS
FRUTICOLA_ATACAMA,FRUTICOLA ATACAMA  LTDA,AGCS
FRUTICOLA_OLMUE,FRUTICOLA OLMUE,AGCS
FRUTICOLA_RAMIRANA,FRUTICOLA RAMIRANA,AGCS
FRUTOS DEL MAIPO,,
FRUTOS DEL MAIPO (CHILECTRA),FRUTOS MAIPO,AGCS
FRUTOS MAIPO,FRUTOS MAIPO,AGCS
FRUTOS_LA_AGUADA,FRUTOS LA AGUADA,AGCS
FRUTOS_LA_AGUADA_HUERTO,FRUTOS LA AGUADA,AGCS
FULGHUM_FIBRES_CHILE_S.A.,FULGHUM FIBRES CHILE SA,IMNM
FUND. INST. PROFESIONAL DUOC,FUNDACIÓN INSTITUTO PROFESIONAL DUOC UC,ENSE
FUND_INST_PROF_DUOC_UC,FUNDACIÓN INSTITUTO PROFESIONAL DUOC UC,ENSE
FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,SOSA
FUNDACIÓN CLUB DEPORTIVO UNIVERSIDAD CAT,FUNDACIÓN CLUB DEPORTIVO UNIVERSIDAD CATÓLICA DE CHILE,OTRO
FUNDACIÓN CLUB DEPORTIVO UNIVERSIDAD CATÓLICA DE CHILE,FUNDACIÓN CLUB DEPORTIVO UNIVERSIDAD CATÓLICA DE CHILE,OTRO
FUNDACION CORPGROUP CENTRO CULTURAL,FUNDACION CORPGROUP CENTRO CULTURAL,COME
FUNDACIÓN INST. PROFESIONAL DUOC UC - AL,FUNDACIÓN INSTITUTO PROFESIONAL DUOC UC,ENSE
FUNDACIÓN INST. PROFESIONAL DUOC UC - ALAMEDA,FUNDACIÓN INSTITUTO PROFESIONAL DUOC UC,ENSE
FUNDACIÓN INST. PROFESIONAL DUOC UC - ALONSO DE OVALLE,FUNDACIÓN INSTITUTO PROFESIONAL DUOC UC,ENSE
FUNDACIÓN INST. PROFESIONAL DUOC UC - AN,FUNDACIÓN INSTITUTO PROFESIONAL DUOC UC,ENSE
FUNDACIÓN INST. PROFESIONAL DUOC UC - ANTONIO VARAS,FUNDACIÓN INSTITUTO PROFESIONAL DUOC UC,ENSE
FUNDACIÓN INST. PROFESIONAL DUOC UC - MA,FUNDACIÓN INSTITUTO PROFESIONAL DUOC UC,ENSE
FUNDACIÓN INST. PROFESIONAL DUOC UC - MAIPÚ,FUNDACIÓN INSTITUTO PROFESIONAL DUOC UC,ENSE
FUNDACIÓN INST. PROFESIONAL DUOC UC - PL,FUNDACIÓN INSTITUTO PROFESIONAL DUOC UC,ENSE
FUNDACIÓN INST. PROFESIONAL DUOC UC - PLAZA NORTE,FUNDACIÓN INSTITUTO PROFESIONAL DUOC UC,ENSE
FUNDACIÓN INST. PROFESIONAL DUOC UC - SA,FUNDACIÓN INSTITUTO PROFESIONAL DUOC UC,ENSE
FUNDACIÓN INST. PROFESIONAL DUOC UC - SAN CARLOS 2,FUNDACIÓN INSTITUTO PROFESIONAL DUOC UC,ENSE
FUNDACIÓN INST. PROFESIONAL DUOC UC - SAN JOAQUÍN,FUNDACIÓN INSTITUTO PROFESIONAL DUOC UC,ENSE
FUNDACIÓN INSTITUTO PROFESIONAL DUOC UC,FUNDACIÓN INSTITUTO PROFESIONAL DUOC UC,ENSE
FUNDACIÓN NACIONAL NIDO DE AGUILAS,FUNDACIÓN NACIONAL NIDO DE AGUILAS,ENSE
FUNDACION_INSTITUTO_PROFESIONAL_DUOC_UC,FUNDACIÓN INSTITUTO PROFESIONAL DUOC UC,ENSE
FUNDICIÓN BRUNO S.A.,,
FUNDICIÓN JOFRÉ Y CIA LTDA,FUNDICIÓN JOFRÉ Y CIA LTDA,IMM
FUNDICION LAS ROSAS,FUNDICION LAS ROSAS,IMM
FUNDICION TALLERES RANCAGUA,FUNDICION TALLERES RANCAGUA,IMM
FUNDICION TALLERES-MAESTRANZA,FUNDICION TALLERES-MAESTRANZA,IMM
FUNDICIÓN Y MAESTRANZA OMAMET LIMITADA,FUNDICIÓN Y MAESTRANZA OMAMET LIMITADA,IMM
FUNDO_EL_ALMENDRO,FUNDO EL ALMENDRO,AGCS
FUNDO_EL_ENCANTO_SPA,FUNDO EL ENCANTO SPA,AGCS
G_CTRL_HE_MELA,G CTRL HE MELA,CP
G_PMGD_FV_ARIZTIA,G PMGD FV ARIZTIA,CP
GALAICO CHILENA DE CONSERVAS,,
GALAICO CHILENA DE CONSERVAS S.A.,,
GANADERIA_ENGORDA,GANADERIA ENGORDA,AGCS
GARIBALDI  S.A.,GARIBALDI  SA,COME
GAS ATACAMA S.A.,GAS ATACAMA SA,SEGA
GASMAR_1,GASMAR,CONS
GASMAR_2,GASMAR,CONS
GATE GOURMET CATERING CHILE LTDA.,GATE GOURMET CATERING CHILE LTDA,HORE
GENERAL FIBER Y PAPER S A,GENERAL FIBER Y PAPER S A,IMNM
GERDAU AZA S.A.,GERDAU AZA SA,IMM
GESTION VIAL S.A.,,
GESTORA DE PATRIMONIO VENTEKO,GESTORA DE PATRIMONIO VENTEKO,HORE
GESTORA HOTELERA SPA,GESTORA HOTELERA SPA,HORE
GIDDINGS_BERRIES_CHILE_S.A.,GIDDINGS BERRIES CHILE SA,AGCS
GLASSER SUR SPA,GLASSER SUR SPA,IMNM
GLASSTECH S.A.,GLASSTECH SA,IMNM
GNL_QUINTERO,GNL QUINTERO,SEGA
GNLM110,GNLM110,SEGA
GOLDEN_OMEGA,GOLDEN OMEGA,IMNM
GOLDENFROST S.A.,GOLDENFROST SA,TRAC
GOLDENOMEGA1,GOLDEN OMEGA,IMNM
GOLDENOMEGA2,GOLDEN OMEGA,IMNM
GONZALO Y JAIME VALDIVIESO LTDA,GONZALO Y JAIME VALDIVIESO LTDA,IMNM
GOOD FOOD S.A.,,
GOODYEAR,GOODYEAR,COME
GRACE,GRACE,COME
GRANJAMARINATORNAGALEONES,GRANJAMARINATORNAGALEONES,AGCS
GREENPLAST S.A,GREENPLAST SA,IMM
GRUPO MONTESA SPA,GRUPO MONTESA SPA,IMNM
GTD TELEDUCTOS S.A.,GTD TELEDUCTOS SA,TRAC
HALDEMAN,HALDEMAN,MINE
HAMBURGO S.A. N N,HAMBURGO SA N N,FINA
HARTING S.A.,HARTING SA,IMNM
HENKEL CHILE LIMITADA,,
HEREDIA MOLINOS S.A,HEREDIA MOLINOS SA,IMNM
HEREDIA MOLINOS S.A.,HEREDIA MOLINOS SA,IMNM
HEWLETT PACKARD,HEWLETT PACKARD,COME
HILADO Y TEJIDOS GARIB SA,HILADO Y TEJIDOS GARIB SA,IMNM
HILADO Y TEJIDOS GARIB SA  (INMOBILIARIA,HILADO Y TEJIDOS GARIB SA,IMNM
HILADO Y TEJIDOS GARIB SA  (INMOBILIARIA NUMACOR SPA),HILADO Y TEJIDOS GARIB SA,IMNM
HILANDERIA MAISA S.A.,HILANDERIA MAISA SA,IMNM
HIPERLIDER,LIDER,COME
HIPERLIDER5,LIDER,COME
HIPERMERCADOS TOTTUS S.A.,HIPERMERCADOS TOTTUS SA,COME
HIPERMERCADP TOTTUS,HIPERMERCADOS TOTTUS SA,COME
HIPODROMO CHILE,,
HMC GOLD,HMC GOLD,MINE
HOLDING AND TRADING S.A.,HOLDING AND TRADING SA,COME
HOLTEL_DEL_VALLE,HOTEL DEL VALLE,HORE
HORNILLAS S.A.,HORNILLAS SA,AGCS
HORTIFRUT_CHILE_S.A.,HORTIFRUT CHILE SA,COME
HOSPITAL CLINICO DEL SUR,HOSPITAL CLINICO DEL SUR,SOSA
HOSPITAL DR. FELIX BULNES,HOSPITAL DR FELIX BULNES,SOSA
HOSPITAL_GUILLERMO_GRANT_BENAVENTE_DE_CO,HOSPITAL GUILLERMO GRANT BENAVENTE DE CONCEPCION,SOSA
HOSPITAL_GUILLERMO_GRANT_BENAVENTE_DE_CONCEPCION,HOSPITAL GUILLERMO GRANT BENAVENTE DE CONCEPCION,SOSA
HOSPITAL_HERMINDA_MARTIN,HOSPITAL HERMINDA MARTIN,SOSA
HOSPITAL_REGIONAL_VICTOR_RIOS_RUIZ,HOSPITAL REGIONAL VICTOR RIOS RUIZ,SOSA
HOT_MANQ_PMONTT,HOTEL MANQ PMONTT,HORE
HOTEL CORPORATION OF CHILE S.A.,HOTEL CORPORATION OF CHILE SA,HORE
HOTEL NOI VITACURA LTDA,HOTEL NOI VITACURA LTDA,HORE
HOTEL SANTA CRUZ PLAZA S.A.,HOTEL SANTA CRUZ PLAZA SA,HORE
HOTEL SANTA CRUZ PLAZA S_A,HOTEL SANTA CRUZ PLAZA SA,HORE
HOTEL_HAMPTON,HOTEL HAMPTON,HORE
HOTEL_TALBOT,HOTEL TALBOT,HORE
HOTEL_TALBOT1,HOTEL TALBOT,HORE
HOTEL_TALBOT2,HOTEL TALBOT,HORE
HOTELERA ALAMEDA SPA,HOTELERA ALAMEDA SPA,HORE
HOTELERA CORDILLERA LUZ SPA.,HOTELERA CORDILLERA LUZ SPA,HORE
HOTELERA LUXE SPA,HOTELERA LUXE SPA,FINA
HOTELERA MIRADOR DEL CERRO LIMITADA.,HOTELERA MIRADOR DEL CERRO LIMITADA,HORE
Hotelera Patagonia Dos S.A.,HOTELERA PATAGONIA LIMITADA,HORE
HOTELERA PATAGONIA LIMITADA,HOTELERA PATAGONIA LIMITADA,HORE
Hotelera Patagonia Tres S.A.,HOTELERA PATAGONIA LIMITADA,HORE
HOTELERA SAN FRANCISCO S.A.,HOTELERA SAN FRANCISCO SA,CONS
HOTELERA SOLACE SPA,HOTELERA SOLACE SPA,HORE
HOTELERA STA. MAGDALENA  S.A.,HOTELERA STA MAGDALENA  SA,HORE
HOTELERA Y TURISMO ( HOTEL GALERIAS),HOTELERA Y TURISMO ( HOTEL GALERIAS),HORE
HPV SA,HPV SA,CONS
HUGO__PATRICIO_MARTIN_PETERS,HUGO  PATRICIO MARTIN PETERS,OTRO
HUNTER DOUGLAS CHILE S.A.,HUNTER DOUGLAS CHILE SA,IMM
HYB_S.A.,HYB SA,OTRO
I B M    DE  CHILE S.A.C.,IBM DE CHILE SAC,AIEA
I B M  DE  CHILE S.A.C,IBM DE CHILE SAC,AIEA
IANSA ALIMENTOS -  EMPALME 1,IANSA ALIMENTOS SA,AGCS
IANSA ALIMENTOS -  Empalme 1,IANSA ALIMENTOS SA,AGCS
IANSA ALIMENTOS S.A.,IANSA ALIMENTOS SA,AGCS
IANSAGRO S.A.,IANSAGRO SA,AGCS
IANSAGRO_S.A,IANSAGRO SA,AGCS
IANSAGRO_S.A.,IANSAGRO SA,AGCS
ICEMARKET,ICEMARKET,IMNM
ICOFRUT S.A,ICOFRUT SA,TRAC
IDEAL  S.A.,IDEAL  SA,IMNM
IFCO SYSTEMS CHILE S.A.,IFCO SYSTEMS CHILE SA,COME
IGNIS  TERRA S.A.,IGNIS TERRA SA,IMNM
IINVERSIONES POZO ALMONTE S.A,INVERSIONES POZO ALMONTE SA,FINA
IMB CENTROS COMERCIALES,,
IMM PEAP-EL TRANQUE - PLANTA 3,,
IMM PEAP-JAHUEL-PLANTA 10,,
IMM PEAP-JARDIN II-PLANTA 9,,
IMM PEAP-JARDIN I-PLANTA 5,,
IMM PEAP-LOS PRESIDENTES-PLANTA 11,,
IMM PEAP-SANTA ADELA-PLANTA 12,,
IMM PEAP-SANTA MARTA-PLANTA 8,,
IMM PEAP-VISTA ALEGRE-PLANTA 7,,
IMM-MAIPU-PLANTA 2,,
IMMP PEAP-EL ALMENDRAL-PLANTA 4,,
IMM-PEAP-CERRILLO - PLANTA 1,,
Importadora Do Café,IMPORTADORA DO CAFÉ,COME
IMPR.-CARTONES S.A.,,
IMPRENTA MOLINA,IMPRENTA MOLINA,IMNM
IMPRENTA Y EDITORIAL LA SELECTA S.A.,,
IMPRESORA PRINTER S.A.,,
IMPRESOS INDUSTRIALES S.A.,IMPRESOS INDUSTRIALES SA,IMNM
INACAL S.A.,INACAL SA,COME
INACAL_COPIAPO,INACAL SA,COME
INACAP,INACAP,ENSE
INACESA,INACESA,AIEA
INCHALAM,INCHALAM,IMM
IND VALLE VERDE,INDURA VALLE VERDE,IMNM
IND. DE ALIM. DOS EN UNO S.A.,INDURA DE ALIM DOS EN UNO SA,IMNM
IND._MAD._PROSPERIDAD_S.A.,INDURA MAD PROSPERIDAD SA,IMNM
IND_BOSQ_CAUTIN,INDURA BOSQ CAUTIN,IMNM
IND_ISLA_QUIHUA,INDURA ISLA QUIHUA,IMNM
IND_MAD_BORVER,INDURA MAD BORVER,IMNM
INDU_SANITARIOS_PENCO,INDU SANITARIOS PENCO,IMNM
INDURA,INDURA,IMNM
INDURA_GRANEROS,INDURA GRANEROS,IMNM
INDUSTRIA DE ACERO MANUFACTURADO LTDA,INDUSTRIA DE ACERO MANUFACTURADO LTDA,IMM
INDUSTRIA DE ALIMENTOS TRENDY S.A.,INDUSTRIA DE ALIMENTOS TRENDY SA,IMNM
INDUSTRIA DE BALATAS SPA.,INDUSTRIA DE BALATAS SPA,IMM
INDUSTRIA DE POLICARBONATOS CHILE LTDA,,
INDUSTRIA METALÚRGICA LTDA.,INDUSTRIA METALÚRGICA LTDA,IMM
INDUSTRIA PLÁSTICOS SERPLAS S.A.,INDUSTRIA PLÁSTICOS SERPLAS SA,IMNM
INDUSTRIA TEXTIL MONARCH S.A.,INDUSTRIA TEXTIL MONARCH SA,IMNM
INDUSTRIA_DE_ACERO_MANUFACTURADO_LTDA,INDUSTRIA DE ACERO MANUFACTURADO LTDA,IMM
INDUSTRIAL AGRIFOR LTDA,,
INDUSTRIAL OCHAGAVIA,INDUSTRIAL OCHAGAVIA,IMNM
INDUSTRIAL Y COMERCIAL SOLUCORP LTDA,INDUSTRIAL Y COMERCIAL SOLUCORP LTDA,COME
INDUSTRIAS CELTA LIMITADA,,
INDUSTRIAS CERESITA S.A.,INDUSTRIAS CERESITA SA,IMNM
INDUSTRIAS KYPCO LTDA,,
INDUSTRIAS METALÚRGICAS SORENA S.A_1,INDUSTRIAS METALÚRGICAS SORENA SA 1,IMM
INDUSTRIAS METALÚRGICAS SORENA S.A_2,INDUSTRIAS METALÚRGICAS SORENA SA 2,IMM
Industrias Plasticas Corvalan,INDUSTRIAS PLASTICAS CORVALAN,IMNM
INDUSTRIAS PRODUCTOS ALIMENTICIOS SA,INDUSTRIAS PRODUCTOS ALIMENTICIOS SA,IMNM
IN-FLEX S.A.,IN-FLEX SA,IMNM
INFODEMA,INFODEMA,IMNM
INGENIERÍA E INFORMÁTICA ASOCIADO LTDA.,INGENIERÍA E INFORMÁTICA ASOCIADO LTDA,COME
INGOMAR S.A.,,
INM E INV ANDO S.A.,INM E INV ANDO SA,FINA
INM MALL LAS AMERICAS,INM MALL LAS AMERICAS,CONS
INM. Y CONSTRUCTORA PEDRO DE VALDIVIA II,,
INM_PACIFICO,INMOBILIARIA PACIFICO,AIEA
INM_PL_DE_LOS_RIOS,INMOBILIARIA PL DE LOS RIOS,AIEA
INMOB Y ADM MALL SPORT SA,INMOBILIARIA Y ADM MALL SPORT SA,AIEA
INMOB. ENRIQUE FOSTER APOQUINDO S.A - Fo,INMOB ENRIQUE FOSTER APOQUINDO SA,FINA
INMOB. ENRIQUE FOSTER APOQUINDO S.A - Foster,INMOB ENRIQUE FOSTER APOQUINDO SA,FINA
INMOB. Y CONSTRUCTORA SUECIA SPA,,
INMOB_CONST_OFICINAS_SAN_ANDRES,INMOBILIARIA CONST OFICINAS SAN ANDRES,AIEA
INMOBILIARIA  Y SUBCENTRO LAS CONDES S.A,INMOBILIARIA  Y SUBCENTRO LAS CONDES SA,AIEA
INMOBILIARIA ANYA S.A.,INMOBILIARIA ANYA SA,AIEA
INMOBILIARIA AZUL AZUL SPA,,
INMOBILIARIA CENTRO DE CONVENCIONES SPA,,
INMOBILIARIA CENTROS COMERCIALES I SPA,INMOBILIARIA CENTROS COMERCIALES I SPA,FINA
INMOBILIARIA CLINICA SPA,INMOBILIARIA CLINICA SPA,AIEA
INMOBILIARIA E INVERSIONES FENIX,,
INMOBILIARIA EDIFICIO CORPGROUP S.A.,INMOBILIARIA EDIFICIO CORPGROUP SA,AIEA
INMOBILIARIA JUNIO 2008 SpA,INMOBILIARIA JUNIO 2008 SPA,AIEA
INMOBILIARIA LOS MILITARES APOQUINDO,INMOBILIARIA LOS MILITARES APOQUINDO,FINA
INMOBILIARIA MACHALI LIMITADA,INMOBILIARIA MACHALI LIMITADA,AIEA
INMOBILIARIA MALL CALAMA S A,INMOBILIARIA MALL CALAMA S A,FINA
INMOBILIARIA POWER CENTER LIMITADA,INMOBILIARIA POWER CENTER LIMITADA,AIEA
INMOBILIARIA PUERTA DE LEONES S.A,INMOBILIARIA PUERTA DE LEONES SA,AIEA
INMOBILIARIA QUITALMAHUE S.A.,INMOBILIARIA QUITALMAHUE SA,AIEA
INMOBILIARIA R3 SPA,INMOBILIARIA R3 SPA,AIEA
INMOBILIARIA RENTAS 2 SPA,INMOBILIARIA RENTAS 2 SPA,AIEA
INMOBILIARIA SCL APOQUINDO SpA,INMOBILIARIA SCL APOQUINDO SPA,AIEA
INMOBILIARIA ULTRATERRA LTDA.,INMOBILIARIA ULTRATERRA LTDA,AIEA
INMOBILIARIA VITACURA 2670,INMOBILIARIA VITACURA 2671,AIEA
Inmobiliaria WBZ,INMOBILIARIA WBZ,AIEA
Inmobiliaria y Constructora Copiapó S.A.,INMOBILIARIA Y CONSTRUCTORA COPIAPÓ SA,FINA
INMOBILIARIA_CATEDRAL_S.A.,INMOBILIARIA CATEDRAL SA,AIEA
INMOBILIARIA_E_INVERSIONES_MARITA,INMOBILIARIA E INVERSIONES MARITA,AIEA
INMOBILIARIA_E_INVERSIONES_SOL_DE_LOS_LA,INMOBILIARIA E INVERSIONES SOL DE LOS LAGOS,AIEA
INMOBILIARIA_E_INVERSIONES_SOL_DE_LOS_LAGOS_LTDA.,INMOBILIARIA E INVERSIONES SOL DE LOS LAGOS,AIEA
INMOBILIARIA_LOS_GUINDOS_LIMITADA,INMOBILIARIA LOS GUINDOS LIMITADA,AIEA
INMOBILIARIA_MARINA_DEL_SOL_S.A.,INMOBILIARIA MARINA DEL SOL SA,AIEA
INMOBILIARIA_PUENTE_LTDA,INMOBILIARIA PUENTE LTDA,AIEA
INMOBILIARIA_TALCA,INMOBILIARIA TALCA,AIEA
INMOLISA_SPA,INMOLISA SPA,COME
INMUEBLES_CATALUNA_LTDA.,INMUEBLES CATALUNA LTDA,PESC
INNOPRINT,INNOPRINT,IMNM
INNOVACION ALIMENTARIA SPA.,,
INNPACK S.A.,INNPACK  SA,IMNM
INPROPLAS,INPROPLAS,IMNM
INSTITUTO DE DIAGNOSTICO S.A.,INSTITUTO DE DIAGNOSTICO SA,SOSA
INSTITUTO NACIONAL DE HIDRAULICA,,
INTAC_PROCESOS,INTAC PROCESOS,IMNM
INTEGRA_SERVICIOS,INTEGRA SERVICIOS,TRAC
INTEGRADORES DE TECNOLOGIAS Y SISTEMAS S,INTEGRADORES DE TECNOLOGIAS Y SISTEMAS SA,AIEA
INTEGRADORES DE TECNOLOGIAS Y SISTEMAS S.A.,INTEGRADORES DE TECNOLOGIAS Y SISTEMAS SA,AIEA
INTEGRAMEDICA S.A,INTEGRAMEDICA SA,SOSA
INTEGRITY,INTEGRITY SA,COME
INTEGRITY S. A.,INTEGRITY SA,COME
INTEGRITY_S. A.,INTEGRITY SA,COME
INTEGRITY_S._A.,INTEGRITY SA,COME
INTEGRITY_S.A.,INTEGRITY SA,COME
INTERAGRO SA,INTERAGRO SA,COME
INTERMOB S.A.,,
INV E INMOB COYANCURA,INV E INMOB COYANCURA,AGCS
INVAC ASESORIAS INVERSIONES E INMOBILIAR,,
INVERMAR,INVERMAR,FINA
INVERSIONES CARSI LTDA.,INVERSIONES CARSI LTDA,FINA
INVERSIONES E INMOBILIARIA EL ROSAL S.A.,INVERSIONES E INMOBILIARIA EL ROSAL SA,FINA
INVERSIONES EL CÍRCULO LTDA.,INVERSIONES EL CÍRCULO LTDA,COME
INVERSIONES LAS GARZAS S.A,INVERSIONES LAS GARZAS SA,IMNM
INVERSIONES LO ETCHEVERS S.A  (icofrut),INVERSIONES LO ETCHEVERS SA  (ICOFRUT),FINA
INVERSIONES MANQUEHUE SPA,INVERSIONES MANQUEHUE SPA,FINA
INVERSIONES MEDITERRANEO III SPA,INVERSIONES MEDITERRANEO III SPA,FINA
INVERSIONES MONTALLEGRO LIMITADA,INVERSIONES MONTALLEGRO LIMITADA,AGCS
INVERSIONES VIDA PARQUE,INVERSIONES VIDA PARQUE,FINA
INVERSIONES Y ASESORIAS KORI LTDA,INVERSIONES Y ASESORIAS KORI LTDA,COME
INVERSIONES Y ASESORIAS LIGURIA S.A.,INVERSIONES Y ASESORIAS LIGURIA SA,IMNM
INVERSIONES_AGRICOLAS_BUENOS_AIRES_S.P.A,INVERSIONES AGRICOLAS BUENOS AIRES SPA,FINA
INVERSIONES_COIHUIN_LTDA,INVERSIONES COIHUIN LTDA,FINA
INVERSIONES_IMOLA,INVERSIONES IMOLA,FINA
INVERSIONES_TRAPEN,INVERSIONES TRAPEN,FINA
INVERTEC FOODS S.A.,INVERTEC FOODS SA,AGCS
INVERTEC NATURAL JUICE S.A,INVERTEC NATURAL J,IMNM
INVERTEC_FOODS,INVERTEC FOODS SA,AGCS
INVERTEC_NATURAL_J,INVERTEC NATURAL J,IMNM
IRON MOUNTAIN CHILE S.A.,,
ISAPRE CRUZ BLANCA,ISAPRE CRUZ BLANCA,FINA
ITF LABOMED FARMACEUTICA LTDA.,,
J. LEIVA  S.A.,J LEIVA  SA,OTRO
JAIME VENTURELLI Y CIA,JAIME VENTURELLI Y CIA,IMNM
JELD WEN CHILE S.A.,JELD WEN CHILE SA,IMNM
Jerez Pavez y Compañía Limitada,JEREZ PAVEZ Y COMPAÑÍA LIMITADA,CONS
JOHNSON'S S.A.,JOHNSON'S SA,COME
JOSE MARAMBIO AVARIA traspaso a mariquin,JOSE MARAMBIO AVARIA,OTRO
JOSE_MARAMBIO_AVARIA,JOSE MARAMBIO AVARIA,OTRO
JUAN_EDUARDO_GUZMAN,JUAN EDUARDO GUZMAN,OTRO
JUAN_LUIS_GUZMAN_CALVO,JUAN LUIS GUZMAN CALVO,OTRO
KAUFMANN,KAUFMANN,COME
KAUFMANN  S.A,KAUFMANN,COME
KAUFMANN S A VEHICULOS MOTORIZADOS,KAUFMANN,COME
KAUFMANN S.A. VEHICULOS MOTORIZADOS,KAUFMANN,COME
KD PACK SA,KD PACK SA,IMNM
KEYLOGISTICS CHILE S.A.,KEYLOGISTICS CHILE SA,COME
KIMBERLY CLARK,KIMBERLY CLARK,IMM
KIMICA CHILE LIMITADA.,KIMICA CHILE LIMITADA,COME
KOMATSU REMAN CENTER CHILE S.A,KOMATSU REMAN CENTER CHILE SA,IMM
KRAH AMERICA LATINA S.A,KRAH AMERICA LATINA SA,IMNM
KUDEN S.A.,KUDEN SA,COME
KUDEN_S.A.,KUDEN SA,COME
KUPFER HERMANOS SA,KUPFER HERMANOS SA,COME
L_FR008,L FR008,CP
L_SD020,L SD020,CP
LA DEHESA OFICINA 1,LA DEHESA OFICINA 1,EDCO
LA FARFANA (CHILECTRA),LA FARFANA,ENSE
LA POLAR,EMPRESAS LA POLAR SA,COME
LA_ALBORADA,LA ALBORADA,TRAC
LA_UNION,LA UNION,COME
LAB_SANDERSON,LABORATORIO SANDERSON,IMNM
LABORATORIO ANDRÓMACO,LABORATORIO ANDRÓMACO,IMNM
LABORATORIO BALLERINA LTDA.,LABORATORIO BALLERINA,IMNM
LABORATORIO BIOSANO S.A.,LABORATORIO BIOSANO SA,IMNM
LABORATORIO DURANDIN,LABORATORIO DURANDIN,IMNM
LABORATORIO GARDEN HOUSE,LABORATORIO GARDEN HOUSE,IMNM
LABORATORIO MAVER S.A,LABORATORIO MAVER SA,IMNM
LABORATORIO RECALCINE S.A.,LABORATORIO RECALCINE SA,IMNM
LABORATORIO SANDERSON,LABORATORIO SANDERSON,IMNM
LABORATORIO_BALLERINA,LABORATORIO BALLERINA,IMNM
LABORATORIOS DUKAY S.A.,,
LABORATORIOS SAVAL S.A.,LABORATORIOS SAVAL SA,IMNM
LACHIMBARC,LACHIMBARC,CP
LAGO SOFIA SPA,LAGO SOFIA SPA,PESC
LAMINADORA_L.ANGELES,LAMINADORA LOS ANGELES SA,IMNM
LAMINADORA_LOS_ANGELES_S.A.,LAMINADORA LOS ANGELES SA,IMNM
LANERA CHILENA S.A,LANERA CHILENA SA,IMNM
LANERA_CHILENA,LANERA CHILENA SA,IMNM
LAS TORTOLAS,LAS TORTOLAS,FINA
LATAM AIRLINES GROUP S.A.,LATAM AIRLINES GROUP SA,TRAC
LATIN AMERICAN FOODS S.A NN NN,LATIN AMERICAN FOODS SA NN NN,IMNM
LATIN_GAMING_INVESTMENTS_CHILE_SA,LATIN GAMING INVESTMENTS CHILE SA,FINA
LECHERIAS LONCOMILLA LIMITADA,LECHERIAS LONCOMILLA LIMITADA,IMNM
LEONERA,LEONERA,SEGA
LESAFFRE INDUSTRIAL CHILE S.A.,LESAFFRE INDUSTRIAL CHILE SA,IMNM
LIC. MITJANS S.A.,,
LIDER,LIDER,COME
LIDER CONCON,LIDER,COME
LIDERVMACKENNAMEL,LIDER,COME
LINDE GAS CHILE S.A,LINDE GAS CHILE SA,IMNM
LOGISTICA INDUSTRIAL SA,LOGISTICA INDUSTRIAL SA,TRAC
LONGOVILO_ALIMENTOS,LONGOVILO ALIMENTOS,IMNM
LOS BRONCES,LOS BRONCES,MINE
LOS LEÑOS S.A,LOS LEÑOS SA,HORE
LOS_FIORDOS,EXPORTADORA LOS FIORDOS,PESC
LOS_GLACIARES,LOS GLACIARES,IMNM
LOTA_PROTEIN,LOTA PROTEIN,PESC
LOUISIANA_PACIFIC_LAUTARO,LOUISIANA PACIFIC LAUTARO,COME
LOUISIANA_PACIFIC_PANGUI,LOUISIANA PACIFIC PANGUI,COME
LUCCHETTI CHILE S.A.,LUCCHETTI CHILE SA,IMNM
LUIS GUTIERREZ LEYTON,LUIS GUTIERREZ LEYTON,OTRO
LUIS PHILIPPS SAIC GOMAS,LUIS PHILIPPS SAIC GOMAS,OTRO
LUIS_ALBERTO_MOMBERG_BORQUEZ,LUIS ALBERTO MOMBERG BORQUEZ,OTRO
LUIS_ALFONSO_ANGULO_VASQUEZ,LUIS ALFONSO ANGULO VASQUEZ,OTRO
LV - PATIO RENTA INMOBILIARIA I SPA,LV - PATIO RENTA INMOBILIARIA I SPA,OTRO
LV - PATIO RENTA INMOBILIARIA III SPA,LV - PATIO RENTA INMOBILIARIA III SPA,OTRO
MACRO FOOD S.A.,MACRO FOOD SA,IMNM
MADERAS IMPREGNADAS CONCON LTDA,MADERAS IMPREGNADAS CONCON LTDA,AGCS
MADERAS JAIME VENTURELLI Y CIA LTDA,JAIME VENTURELLI Y CIA,IMNM
MADERAS RIO COLORADO,MADERAS RIO COLORADO,IMNM
MADERAS_ANIHUE,MADERAS ANIHUE,COME
MADERAS_BRAVO_LTDA,MADERAS BRAVO LTDA,AGCS
MADERAS_DE_EXPORTACION_DOS,MADERAS DE EXPORTACION DOS,IMNM
MADERAS_MARTIN_1,MADERAS MARTIN 2,AGCS
MAERSK,MAERSK,TRAC
Maestranza San Marco Ltda,MAESTRANZA SAN MARCO LTDA,IMM
MAFRISUR,MAFRISUR,IMNM
MAIGAS COMERCIAL S.A. - FRUNA,MAIGAS COMERCIAL SA - FRUNA,IMNM
MALFANTI,MALFANTI,IMNM
